episode,reward,length
1,-21.0,3412
2,-21.0,3371
3,-20.0,3612
4,-20.0,3352
5,-19.0,4032
6,-21.0,3168
7,-20.0,4275
8,-20.0,3807
9,-21.0,3296
10,-21.0,3408
11,-18.0,4788
12,-21.0,3784
13,-21.0,4356
14,-20.0,3367
15,-20.0,3367
16,-20.0,3930
17,-21.0,3485
18,-21.0,3280
19,-21.0,3412
20,-20.0,3839
21,-21.0,3620
22,-21.0,3131
23,-21.0,3056
24,-21.0,3648
25,-21.0,3300
26,-21.0,3656
27,-21.0,3296
28,-21.0,3296
29,-21.0,3243
30,-21.0,3413
31,-21.0,3416
32,-19.0,3756
33,-21.0,3544
34,-21.0,3487
35,-20.0,3350
36,-21.0,3615
37,-20.0,3367
38,-21.0,3408
39,-21.0,3544
40,-21.0,3300
41,-21.0,3296
42,-21.0,3540
43,-20.0,3367
44,-21.0,3280
45,-20.0,3607
46,-21.0,3300
47,-21.0,3300
48,-21.0,3128
49,-20.0,3367
50,-21.0,3056
51,-21.0,3168
52,-21.0,3280
53,-21.0,3296
54,-21.0,3168
55,-21.0,3056
56,-21.0,3131
57,-21.0,3168
58,-21.0,3056
59,-21.0,3056
60,-20.0,3367
61,-21.0,3357
62,-21.0,3056
63,-21.0,3056
64,-21.0,3056
65,-21.0,3056
66,-21.0,3056
67,-21.0,3056
68,-21.0,3168
69,-21.0,3296
70,-21.0,3168
71,-20.0,3588
72,-20.0,3479
73,-20.0,3374
74,-21.0,3056
75,-21.0,3056
76,-21.0,3300
77,-21.0,3056
78,-20.0,3367
79,-21.0,3132
80,-21.0,3168
81,-21.0,3056
82,-21.0,3056
83,-21.0,3414
84,-21.0,3056
85,-21.0,4016
86,-21.0,3056
87,-21.0,3056
88,-20.0,3367
89,-21.0,3128
90,-21.0,3280
91,-21.0,3056
92,-21.0,3296
93,-21.0,3776
94,-21.0,3056
95,-21.0,3056
96,-21.0,3243
97,-21.0,3056
98,-21.0,3056
99,-21.0,3056
100,-21.0,3296
101,-21.0,3888
102,-21.0,3168
103,-21.0,3056
104,-21.0,3296
105,-21.0,3056
106,-21.0,3056
107,-20.0,3677
108,-21.0,3296
109,-21.0,3536
110,-21.0,3056
111,-21.0,3056
112,-21.0,3131
113,-21.0,3168
114,-21.0,3056
115,-21.0,3296
116,-21.0,3056
117,-21.0,3296
118,-21.0,3056
119,-21.0,3536
120,-21.0,3168
121,-21.0,3056
122,-20.0,3367
123,-21.0,3056
124,-21.0,3056
125,-21.0,3056
126,-21.0,3056
127,-21.0,3056
128,-20.0,3370
129,-21.0,3056
130,-21.0,3168
131,-20.0,3425
132,-21.0,3056
133,-21.0,3056
134,-21.0,3296
135,-21.0,3056
136,-21.0,3056
137,-21.0,3056
138,-21.0,3296
139,-21.0,3304
140,-21.0,3056
141,-21.0,3056
142,-21.0,3056
143,-21.0,3296
144,-21.0,3300
145,-21.0,3056
146,-21.0,3168
147,-21.0,3536
148,-21.0,3304
149,-21.0,3536
150,-21.0,3648
151,-21.0,3056
152,-21.0,3056
153,-21.0,3056
154,-21.0,3296
155,-21.0,4496
156,-21.0,3296
157,-21.0,3056
158,-21.0,3168
159,-21.0,3168
160,-21.0,3168
161,-20.0,3482
162,-21.0,3245
163,-21.0,3056
164,-21.0,3056
165,-21.0,3056
166,-21.0,3056
167,-21.0,3056
168,-21.0,3296
169,-21.0,3056
170,-21.0,3304
171,-20.0,3370
172,-21.0,3056
173,-21.0,3056
174,-21.0,3056
175,-21.0,3056
176,-20.0,3687
177,-21.0,3304
178,-21.0,3056
179,-20.0,3607
180,-21.0,3056
181,-21.0,3056
182,-21.0,3056
183,-21.0,3056
184,-21.0,3168
185,-21.0,3056
186,-21.0,3168
187,-20.0,3607
188,-21.0,3296
189,-21.0,3168
190,-21.0,3056
191,-21.0,3357
192,-21.0,3056
193,-21.0,3371
194,-21.0,3056
195,-21.0,3056
196,-21.0,3056
197,-20.0,3370
198,-21.0,3056
199,-21.0,3056
200,-21.0,4736
201,-21.0,3379
202,-21.0,3056
203,-21.0,3056
204,-21.0,3056
205,-21.0,3056
206,-21.0,3304
207,-21.0,3056
208,-20.0,3348
