episode,reward,length
1,-21.0,3412
2,-21.0,3371
3,-20.0,3612
4,-20.0,3352
5,-19.0,4032
6,-21.0,3168
7,-20.0,4275
8,-20.0,3807
9,-21.0,3296
10,-21.0,3408
11,-18.0,4548
12,-20.0,3683
13,-21.0,3056
14,-20.0,3367
15,-21.0,3168
16,-21.0,3296
17,-21.0,3056
18,-21.0,3056
19,-21.0,3296
20,-21.0,3056
21,-21.0,3056
22,-21.0,3056
23,-21.0,3056
24,-21.0,3056
25,-21.0,3168
26,-21.0,3056
27,-21.0,3280
28,-20.0,3367
29,-21.0,3280
30,-21.0,3056
31,-21.0,3168
32,-21.0,3280
33,-21.0,3412
34,-21.0,3056
35,-21.0,3056
36,-21.0,3056
37,-21.0,3296
38,-21.0,3168
39,-20.0,3370
40,-21.0,3168
41,-21.0,3304
42,-21.0,3056
43,-21.0,3168
44,-21.0,3056
45,-21.0,3131
46,-21.0,3131
47,-21.0,3056
48,-21.0,3056
49,-21.0,3056
50,-21.0,3056
51,-21.0,3128
52,-21.0,4128
53,-21.0,3056
54,-21.0,3056
55,-21.0,3056
56,-20.0,3367
57,-21.0,3056
58,-21.0,3056
59,-21.0,3056
60,-21.0,3056
61,-21.0,3776
62,-21.0,3056
63,-21.0,3168
64,-21.0,3056
65,-21.0,3540
66,-21.0,3056
67,-21.0,3296
68,-21.0,3056
69,-21.0,3056
70,-21.0,3168
71,-21.0,3056
72,-21.0,3408
73,-21.0,3056
74,-21.0,3536
75,-21.0,3056
76,-21.0,3056
77,-20.0,3611
78,-21.0,3056
79,-21.0,3304
80,-21.0,3056
81,-20.0,3370
82,-21.0,3280
83,-21.0,3056
84,-20.0,3350
85,-21.0,3056
86,-21.0,3300
87,-21.0,3280
88,-21.0,3394
89,-21.0,3056
90,-21.0,3056
91,-21.0,3056
92,-21.0,3056
93,-21.0,3168
94,-21.0,3168
95,-21.0,3168
96,-21.0,3168
97,-21.0,3056
98,-21.0,3056
99,-21.0,3408
100,-21.0,3168
101,-21.0,3296
102,-21.0,3056
103,-20.0,3830
104,-21.0,3408
105,-21.0,3776
106,-21.0,3168
107,-21.0,3296
108,-21.0,3168
109,-21.0,3888
110,-20.0,3620
111,-21.0,3056
112,-21.0,3296
113,-21.0,3056
114,-21.0,4498
115,-21.0,3296
116,-21.0,3056
117,-21.0,3131
118,-21.0,4016
119,-21.0,3280
120,-21.0,3056
121,-21.0,3056
122,-21.0,3056
123,-21.0,3056
124,-21.0,3296
125,-21.0,3056
126,-21.0,3131
127,-21.0,3056
128,-21.0,3240
129,-21.0,3056
130,-20.0,3350
131,-21.0,3056
132,-21.0,4496
133,-21.0,3056
134,-21.0,3296
135,-21.0,3056
136,-21.0,3056
137,-21.0,3056
138,-21.0,3416
139,-21.0,3296
140,-21.0,3056
141,-21.0,3056
142,-21.0,3168
143,-21.0,3168
144,-21.0,3056
145,-21.0,3056
146,-21.0,3056
147,-21.0,3536
148,-21.0,3296
149,-21.0,3056
150,-21.0,3168
151,-21.0,3300
152,-21.0,3056
153,-21.0,3784
154,-21.0,3056
155,-21.0,3056
156,-19.0,3661
157,-20.0,3367
158,-21.0,3056
159,-21.0,3056
160,-21.0,3416
161,-21.0,3168
162,-21.0,3056
163,-21.0,4496
164,-21.0,3280
165,-21.0,3408
166,-21.0,3296
167,-21.0,3131
168,-20.0,3348
169,-21.0,3168
170,-21.0,3056
171,-21.0,3776
172,-21.0,3056
173,-21.0,3056
174,-21.0,3408
175,-21.0,3304
176,-21.0,3056
177,-20.0,3370
178,-21.0,3056
179,-21.0,3056
180,-21.0,3056
181,-21.0,3304
182,-21.0,3056
183,-21.0,3056
184,-21.0,3296
185,-21.0,3408
