episode,reward,length
320,-21.0,3296
321,-21.0,3296
322,-19.0,3792
323,-21.0,3056
324,-20.0,3367
325,-21.0,3168
326,-21.0,3056
327,-21.0,3296
328,-21.0,3304
329,-21.0,3168
330,-21.0,3296
331,-21.0,3760
332,-21.0,4260
333,-21.0,3056
334,-21.0,3552
335,-21.0,3056
336,-21.0,3056
337,-21.0,3304
338,-21.0,3056
339,-21.0,3056
340,-21.0,3168
341,-21.0,3168
342,-21.0,3131
343,-21.0,3056
344,-21.0,3296
345,-21.0,3168
346,-21.0,3168
347,-21.0,3168
348,-21.0,3056
349,-21.0,3528
350,-21.0,3296
351,-21.0,3056
352,-20.0,3367
353,-21.0,3056
354,-21.0,3296
355,-21.0,3056
356,-21.0,3168
357,-21.0,3056
358,-21.0,3243
359,-21.0,3056
360,-21.0,3536
361,-21.0,3056
362,-21.0,3056
363,-21.0,3056
364,-20.0,3367
365,-21.0,3056
366,-21.0,3056
367,-21.0,3131
368,-21.0,3056
369,-21.0,3056
370,-21.0,3056
371,-20.0,3367
372,-21.0,3300
373,-21.0,3296
374,-21.0,3168
375,-21.0,3168
376,-21.0,3300
377,-21.0,3056
378,-21.0,3536
379,-20.0,4577
380,-21.0,3536
381,-21.0,3168
382,-21.0,3056
383,-21.0,3776
384,-21.0,3056
385,-21.0,3304
386,-21.0,3300
387,-21.0,3056
388,-21.0,3536
389,-21.0,3168
390,-21.0,3408
391,-21.0,3056
392,-20.0,3618
393,-21.0,3056
394,-21.0,3296
395,-21.0,3056
396,-21.0,3168
397,-21.0,3056
398,-21.0,3056
399,-21.0,3056
400,-21.0,3056
401,-21.0,3056
402,-21.0,3056
403,-21.0,3131
404,-21.0,3056
405,-21.0,3056
406,-21.0,3540
407,-21.0,3056
408,-21.0,3168
409,-21.0,3536
410,-21.0,3056
411,-21.0,3056
412,-21.0,3168
413,-21.0,3776
414,-21.0,3524
415,-21.0,3296
416,-21.0,3296
417,-21.0,3888
418,-21.0,3408
419,-21.0,3056
420,-21.0,3056
421,-21.0,3056
422,-21.0,3056
423,-21.0,3168
424,-21.0,3056
425,-21.0,3056
426,-21.0,3056
427,-21.0,3056
428,-21.0,3056
429,-21.0,3056
430,-21.0,3056
431,-20.0,3479
