episode,reward,length
1,-21.0,3412
2,-21.0,3371
3,-20.0,3612
4,-20.0,3352
5,-19.0,4032
6,-21.0,3168
7,-20.0,4275
8,-20.0,3807
9,-21.0,3296
10,-21.0,3408
11,-18.0,4548
12,-21.0,4028
13,-21.0,3408
14,-21.0,3056
15,-21.0,3168
16,-21.0,3412
17,-21.0,3243
18,-21.0,3168
19,-21.0,3056
20,-21.0,3056
21,-21.0,3304
22,-21.0,3056
23,-21.0,3056
24,-21.0,3056
25,-20.0,3348
26,-21.0,3056
27,-21.0,3168
28,-21.0,3056
29,-21.0,3056
30,-21.0,3056
31,-21.0,3056
32,-21.0,3056
33,-21.0,3056
34,-20.0,3373
35,-21.0,3056
36,-20.0,3350
37,-21.0,3540
38,-21.0,3056
39,-21.0,3056
40,-20.0,3348
41,-21.0,3056
42,-21.0,3056
43,-21.0,3056
44,-20.0,3350
45,-21.0,3056
46,-21.0,3056
47,-21.0,3056
48,-20.0,3370
49,-21.0,3056
50,-21.0,3056
51,-21.0,3168
52,-21.0,3304
53,-21.0,3056
54,-21.0,3245
55,-20.0,3367
56,-21.0,3776
57,-21.0,3168
58,-21.0,3296
59,-21.0,3056
60,-21.0,3056
61,-21.0,3131
62,-20.0,3350
63,-21.0,3168
64,-21.0,3300
65,-21.0,3168
66,-21.0,3056
67,-21.0,3056
68,-21.0,3056
69,-21.0,3056
70,-21.0,3168
71,-21.0,3056
72,-21.0,3168
73,-21.0,3245
74,-21.0,3536
75,-21.0,3056
76,-21.0,3056
77,-20.0,3348
78,-20.0,3367
79,-21.0,3296
80,-21.0,3056
81,-21.0,3056
82,-20.0,3348
83,-21.0,3056
84,-20.0,3350
85,-21.0,3168
86,-21.0,3056
87,-20.0,3367
88,-21.0,3056
89,-20.0,3373
90,-20.0,3370
91,-21.0,3056
92,-21.0,3056
93,-21.0,3168
94,-21.0,3056
95,-21.0,3056
96,-21.0,3536
97,-21.0,3056
98,-21.0,3168
99,-21.0,3300
100,-21.0,3056
101,-21.0,3056
102,-21.0,3056
103,-21.0,3056
104,-21.0,3056
105,-21.0,3056
106,-21.0,3056
107,-21.0,3536
108,-21.0,3056
109,-20.0,3373
110,-21.0,3296
111,-21.0,3056
112,-21.0,3304
113,-21.0,4016
114,-21.0,3056
115,-21.0,3168
116,-21.0,3168
117,-21.0,3056
118,-21.0,3056
119,-21.0,3131
120,-21.0,3296
121,-21.0,3168
122,-20.0,3367
123,-21.0,3296
124,-20.0,3615
125,-21.0,3056
126,-21.0,3416
127,-20.0,3348
128,-21.0,3056
129,-21.0,3168
130,-20.0,3350
131,-21.0,3888
132,-20.0,3607
133,-21.0,3536
134,-21.0,3536
135,-21.0,3776
136,-20.0,3373
137,-21.0,3296
138,-21.0,4016
139,-21.0,3536
140,-21.0,3056
141,-21.0,3780
142,-21.0,3536
143,-21.0,3056
144,-20.0,3348
145,-21.0,3131
146,-21.0,3056
147,-21.0,3056
148,-21.0,3056
149,-20.0,3853
150,-21.0,3056
151,-21.0,3300
152,-21.0,3168
153,-21.0,3056
154,-20.0,3462
155,-21.0,3168
156,-21.0,3056
157,-21.0,3056
158,-20.0,3683
159,-21.0,3280
160,-21.0,3056
161,-21.0,3408
162,-21.0,3296
163,-21.0,3056
164,-21.0,3300
165,-20.0,3367
166,-21.0,3304
167,-21.0,3056
168,-21.0,3056
169,-21.0,4256
170,-21.0,3056
171,-21.0,3056
172,-20.0,3350
173,-21.0,3296
174,-21.0,3056
175,-21.0,3056
176,-21.0,3056
177,-20.0,3370
178,-21.0,3296
179,-21.0,3168
180,-20.0,3352
181,-21.0,3056
182,-21.0,3296
183,-20.0,3348
184,-21.0,3304
185,-21.0,3304
