episode,reward,length
1,-21.0,3412
2,-21.0,3371
3,-20.0,3612
4,-20.0,3352
5,-19.0,4032
6,-21.0,3168
7,-20.0,4275
8,-20.0,3807
9,-21.0,3296
10,-21.0,3408
11,-18.0,4548
12,-21.0,3131
13,-21.0,3168
14,-20.0,3547
15,-21.0,3552
16,-21.0,3168
17,-21.0,3168
18,-21.0,3168
19,-21.0,3168
20,-21.0,3168
21,-21.0,3056
22,-20.0,3350
23,-21.0,3056
24,-21.0,3056
25,-21.0,3056
26,-21.0,3056
27,-21.0,3168
28,-21.0,3168
29,-21.0,3056
30,-21.0,3056
31,-21.0,3168
32,-21.0,3056
33,-21.0,3056
34,-21.0,3280
35,-21.0,3168
36,-21.0,3168
37,-21.0,3168
38,-21.0,3056
39,-21.0,3168
40,-21.0,3536
41,-21.0,3056
42,-21.0,3056
43,-21.0,3056
44,-21.0,3056
45,-21.0,3056
46,-21.0,3168
47,-21.0,3548
48,-21.0,3300
49,-21.0,3056
50,-21.0,3168
51,-21.0,3168
52,-21.0,3168
53,-21.0,3056
54,-21.0,3300
55,-21.0,3540
56,-21.0,3056
57,-21.0,3168
58,-20.0,3367
59,-21.0,3280
60,-21.0,3131
61,-21.0,3056
62,-21.0,3056
63,-21.0,3056
64,-21.0,3536
65,-20.0,3348
66,-21.0,3056
67,-21.0,3536
68,-20.0,3849
69,-21.0,3536
70,-21.0,3296
71,-21.0,3056
72,-21.0,3056
73,-21.0,3872
74,-21.0,3056
75,-21.0,3056
76,-21.0,3296
77,-21.0,3536
78,-18.0,4907
79,-21.0,3296
80,-21.0,3056
81,-21.0,3544
82,-21.0,3056
83,-21.0,3056
84,-21.0,3296
85,-21.0,3056
86,-21.0,3056
87,-21.0,3168
88,-21.0,3056
89,-20.0,4076
90,-21.0,3168
91,-21.0,3056
92,-20.0,3609
93,-21.0,3056
94,-21.0,3168
95,-21.0,3056
96,-21.0,3168
97,-20.0,3367
98,-21.0,3485
99,-21.0,3480
100,-21.0,3296
101,-21.0,3168
102,-21.0,3304
103,-21.0,3056
104,-21.0,3056
105,-21.0,3056
106,-21.0,3296
107,-21.0,3056
108,-21.0,3056
109,-20.0,3373
110,-21.0,3788
111,-21.0,3056
112,-21.0,3412
113,-21.0,3300
114,-21.0,3595
115,-21.0,3304
116,-19.0,3885
117,-21.0,3131
118,-20.0,3591
119,-21.0,3392
120,-21.0,3168
121,-21.0,3520
122,-21.0,3168
123,-20.0,3555
124,-21.0,3280
125,-21.0,3056
126,-21.0,3056
127,-20.0,3482
128,-21.0,3280
129,-21.0,3296
130,-20.0,3756
131,-21.0,3056
132,-21.0,3652
133,-21.0,3056
134,-19.0,3988
135,-20.0,3615
136,-21.0,3280
137,-21.0,3536
138,-20.0,3553
139,-21.0,3296
140,-20.0,3367
141,-20.0,3370
142,-21.0,3168
143,-21.0,3648
144,-20.0,3367
145,-21.0,3168
146,-21.0,3056
147,-19.0,4878
148,-20.0,3841
149,-20.0,3780
150,-19.0,4469
151,-20.0,3590
152,-21.0,3056
153,-21.0,3243
154,-21.0,3540
155,-21.0,3552
156,-21.0,3296
157,-20.0,3923
158,-20.0,3479
159,-18.0,4110
160,-21.0,3243
161,-21.0,3056
162,-21.0,3300
163,-21.0,3056
164,-21.0,3056
165,-21.0,3056
166,-21.0,3056
167,-21.0,3416
168,-21.0,3056
169,-20.0,3609
170,-21.0,3379
171,-20.0,3367
172,-21.0,3536
173,-21.0,3652
174,-20.0,3849
175,-21.0,3723
176,-21.0,3168
177,-21.0,3168
178,-21.0,3296
179,-20.0,3370
180,-21.0,3056
181,-20.0,3479
182,-21.0,3300
183,-21.0,3296
184,-21.0,3490
185,-21.0,3056
186,-21.0,3056
187,-21.0,3056
188,-20.0,4513
189,-21.0,3296
190,-20.0,3479
191,-19.0,3839
192,-21.0,3168
193,-21.0,3296
194,-21.0,3056
195,-21.0,3280
196,-21.0,3296
197,-20.0,3702
198,-20.0,3367
199,-21.0,3056
200,-21.0,3056
201,-20.0,3367
202,-21.0,3056
203,-21.0,3536
204,-21.0,3520
205,-21.0,3412
206,-21.0,3056
207,-21.0,3296
208,-21.0,3296
