episode,reward,length
209,-20.0,3352
210,-21.0,3056
211,-21.0,3168
212,-21.0,3056
213,-21.0,3056
214,-20.0,3367
215,-21.0,3056
216,-21.0,3056
217,-21.0,3056
218,-21.0,3168
219,-21.0,3056
220,-20.0,3370
221,-21.0,3280
222,-21.0,3056
223,-21.0,3168
224,-21.0,3056
225,-21.0,3168
226,-21.0,3056
227,-21.0,3536
228,-21.0,3056
229,-21.0,3296
230,-21.0,3296
231,-21.0,3056
232,-20.0,3370
233,-21.0,3131
234,-21.0,3296
235,-21.0,3056
236,-20.0,3367
237,-21.0,3280
238,-21.0,3168
239,-21.0,3296
240,-21.0,3168
241,-21.0,3056
242,-21.0,3536
243,-21.0,3056
244,-21.0,3056
245,-20.0,3367
246,-21.0,3056
247,-21.0,3243
248,-21.0,3056
249,-21.0,3056
250,-21.0,3408
251,-21.0,3168
252,-21.0,3536
253,-21.0,3056
254,-21.0,3056
255,-20.0,3348
256,-21.0,3056
257,-21.0,3408
258,-21.0,3056
259,-21.0,3304
260,-21.0,3300
261,-21.0,3168
262,-21.0,3168
263,-21.0,3056
264,-21.0,3056
265,-21.0,3168
266,-21.0,3296
267,-21.0,3056
268,-21.0,3056
269,-21.0,3296
270,-21.0,3056
271,-21.0,3128
272,-21.0,3304
273,-21.0,3056
274,-21.0,3300
275,-21.0,3652
276,-20.0,3373
277,-21.0,3056
278,-21.0,3056
279,-21.0,3056
280,-21.0,3056
281,-21.0,3056
282,-21.0,3056
283,-21.0,3056
284,-21.0,3056
285,-21.0,3056
286,-20.0,3367
287,-21.0,3296
288,-21.0,3056
289,-21.0,3296
290,-21.0,3056
291,-21.0,3168
292,-21.0,3296
293,-21.0,3056
294,-21.0,3056
295,-21.0,3056
296,-21.0,3056
297,-21.0,3056
298,-21.0,3056
299,-21.0,3776
300,-21.0,3056
301,-21.0,3280
302,-21.0,3168
303,-21.0,3296
304,-21.0,3408
305,-21.0,3304
306,-21.0,3168
307,-21.0,3168
308,-21.0,3056
309,-21.0,3408
310,-21.0,3664
311,-21.0,3296
312,-21.0,3536
313,-21.0,3056
314,-21.0,3056
315,-21.0,3168
316,-21.0,3243
317,-20.0,4039
318,-21.0,3168
319,-21.0,3408
320,-21.0,3408
321,-21.0,3056
322,-20.0,3367
323,-21.0,3056
324,-21.0,3296
325,-21.0,3780
326,-21.0,3304
327,-21.0,3304
328,-21.0,3408
329,-21.0,3243
330,-21.0,3056
331,-21.0,3056
332,-21.0,3056
333,-21.0,3056
334,-21.0,3056
335,-21.0,3056
336,-21.0,3128
337,-21.0,3648
338,-21.0,3056
339,-21.0,3056
340,-20.0,3370
341,-21.0,3056
342,-21.0,3540
343,-21.0,3056
344,-20.0,3611
345,-20.0,3590
346,-21.0,3483
347,-21.0,3056
348,-21.0,3280
349,-21.0,3408
350,-21.0,3408
351,-21.0,3168
352,-21.0,3056
353,-21.0,3056
354,-21.0,3056
355,-21.0,3056
356,-21.0,3056
357,-21.0,3296
358,-21.0,3296
359,-21.0,3168
360,-21.0,3168
361,-21.0,3056
362,-21.0,3408
363,-21.0,3296
364,-21.0,3408
365,-21.0,3536
366,-21.0,3536
367,-21.0,3056
368,-21.0,3056
369,-21.0,3056
370,-21.0,3168
371,-21.0,3168
372,-21.0,3408
373,-21.0,3168
374,-21.0,3168
375,-21.0,3056
376,-21.0,3056
377,-21.0,3056
378,-21.0,3056
379,-20.0,3925
380,-21.0,3648
381,-21.0,3168
382,-21.0,3536
383,-21.0,3296
384,-21.0,3168
385,-21.0,3168
386,-21.0,3408
387,-21.0,3056
388,-21.0,3648
389,-21.0,3168
390,-21.0,3056
391,-21.0,3056
392,-21.0,3544
393,-21.0,3056
394,-21.0,3616
395,-21.0,3056
396,-21.0,3296
397,-21.0,3168
398,-21.0,3536
399,-21.0,3056
400,-21.0,3131
401,-21.0,3168
402,-21.0,3056
403,-21.0,3056
404,-21.0,3168
405,-21.0,3056
406,-20.0,3462
407,-21.0,3056
408,-21.0,3296
409,-21.0,3296
410,-21.0,3296
411,-21.0,3056
412,-21.0,3300
413,-20.0,3367
414,-21.0,3408
415,-21.0,3056
416,-21.0,3304
417,-21.0,3168
418,-21.0,3168
419,-21.0,3056
420,-20.0,3617
421,-21.0,3408
422,-20.0,3974
423,-21.0,3056
424,-21.0,3168
425,-21.0,3168
426,-21.0,3776
427,-20.0,3370
428,-21.0,3544
429,-21.0,3168
430,-21.0,3056
431,-21.0,3296
432,-21.0,3240
433,-21.0,3056
434,-21.0,3056
435,-21.0,3168
436,-21.0,3056
437,-21.0,3528
438,-21.0,3536
439,-20.0,3961
440,-21.0,3056
441,-21.0,3536
442,-21.0,3168
443,-21.0,3131
444,-21.0,3131
445,-21.0,3168
446,-21.0,3296
447,-21.0,3296
448,-21.0,3296
449,-21.0,3056
450,-21.0,3056
451,-21.0,3296
452,-21.0,3371
453,-21.0,3131
454,-21.0,3056
455,-20.0,3479
456,-21.0,4256
457,-21.0,3296
458,-21.0,3168
459,-21.0,3296
460,-21.0,3296
461,-21.0,3296
462,-21.0,3056
463,-21.0,3540
464,-21.0,3168
465,-21.0,3304
466,-21.0,3296
467,-21.0,4016
468,-21.0,3056
469,-21.0,3056
470,-21.0,3056
471,-21.0,3056
472,-21.0,3056
473,-21.0,3296
474,-21.0,3168
475,-21.0,3056
476,-21.0,3056
477,-21.0,3536
478,-21.0,3056
479,-21.0,3056
480,-21.0,3056
481,-21.0,3168
482,-21.0,4128
483,-21.0,3544
484,-21.0,3168
485,-21.0,3408
486,-21.0,3408
487,-21.0,3056
488,-21.0,3056
489,-21.0,3296
490,-21.0,3056
491,-21.0,3056
492,-21.0,3408
493,-21.0,3296
494,-21.0,3056
495,-20.0,3830
496,-21.0,3536
497,-21.0,3056
498,-20.0,3607
499,-21.0,3304
500,-21.0,3296
501,-21.0,3408
502,-21.0,3168
503,-21.0,3296
504,-21.0,3056
505,-21.0,3304
506,-21.0,3536
507,-21.0,3300
508,-21.0,3168
509,-21.0,3168
510,-21.0,3784
511,-21.0,3168
512,-21.0,3056
513,-21.0,3408
514,-21.0,3168
515,-21.0,3416
516,-21.0,3056
517,-21.0,3296
518,-21.0,3056
519,-21.0,3296
520,-21.0,3168
521,-21.0,3056
522,-20.0,3588
523,-21.0,3536
524,-21.0,3304
525,-21.0,3168
526,-21.0,3168
527,-20.0,3367
528,-21.0,3056
529,-21.0,3304
530,-21.0,3168
531,-21.0,3168
532,-21.0,3056
533,-21.0,3056
534,-21.0,3648
535,-21.0,3056
536,-21.0,3056
537,-21.0,3760
538,-21.0,3780
539,-21.0,3056
540,-21.0,3296
541,-21.0,3056
542,-21.0,3056
543,-21.0,3416
544,-21.0,3056
545,-21.0,3536
546,-21.0,3168
547,-21.0,3056
548,-21.0,3296
549,-21.0,3408
550,-21.0,3056
551,-21.0,3296
552,-21.0,3296
553,-21.0,3296
554,-21.0,4504
555,-21.0,3168
556,-21.0,3128
557,-20.0,3348
558,-21.0,3056
559,-21.0,3540
560,-21.0,3056
561,-21.0,3168
562,-21.0,3056
563,-21.0,3168
564,-21.0,3168
565,-21.0,3300
566,-21.0,3296
567,-21.0,3168
568,-21.0,3408
569,-21.0,3300
570,-20.0,3607
571,-21.0,3056
572,-21.0,3296
573,-21.0,3056
574,-21.0,3168
575,-21.0,3168
576,-21.0,3536
577,-21.0,3056
578,-21.0,3520
579,-21.0,3056
580,-21.0,3648
581,-21.0,3056
582,-21.0,3304
583,-21.0,3168
584,-21.0,3056
585,-21.0,3056
586,-21.0,3168
587,-21.0,3168
588,-21.0,3784
589,-21.0,3408
590,-21.0,3528
591,-21.0,3168
592,-21.0,3296
593,-21.0,3408
594,-21.0,3168
595,-21.0,3296
596,-21.0,3371
597,-21.0,3536
598,-21.0,3056
599,-21.0,3648
600,-21.0,3168
601,-21.0,3056
602,-20.0,3350
603,-21.0,3648
604,-21.0,3056
605,-21.0,3056
606,-21.0,3168
607,-21.0,3056
608,-21.0,3544
609,-21.0,3296
610,-21.0,3168
611,-21.0,3168
612,-21.0,3056
613,-20.0,3590
614,-21.0,3056
615,-21.0,3056
616,-21.0,3056
