episode,reward,length
1,-21.0,3412
2,-21.0,3371
3,-20.0,3612
4,-20.0,3352
5,-19.0,4032
6,-21.0,3168
7,-20.0,4275
8,-20.0,3807
9,-21.0,3296
10,-21.0,3408
11,-18.0,4788
12,-21.0,3296
13,-21.0,3168
14,-21.0,3416
15,-21.0,3652
16,-19.0,4155
17,-19.0,3871
18,-20.0,3863
19,-21.0,3784
20,-21.0,3296
21,-19.0,4155
22,-20.0,3367
23,-21.0,3168
24,-21.0,3484
25,-20.0,3348
26,-21.0,3251
27,-21.0,3056
28,-20.0,3367
29,-21.0,3483
30,-20.0,3483
31,-21.0,3131
32,-20.0,4029
33,-18.0,4400
34,-19.0,4107
35,-21.0,3323
36,-20.0,3350
37,-20.0,3367
38,-20.0,3607
39,-20.0,3370
40,-21.0,3131
41,-20.0,3706
42,-20.0,3370
43,-21.0,3888
44,-21.0,3300
45,-21.0,3296
46,-20.0,3348
47,-21.0,3168
48,-21.0,3304
49,-20.0,3481
50,-21.0,3056
51,-20.0,3370
52,-21.0,3540
53,-21.0,3056
54,-21.0,3056
55,-20.0,3370
56,-21.0,3168
57,-21.0,3168
58,-21.0,3296
59,-21.0,3296
60,-21.0,3056
61,-21.0,3056
62,-21.0,3056
63,-21.0,3296
64,-21.0,3056
65,-21.0,3056
66,-21.0,3056
67,-21.0,3056
68,-20.0,3350
69,-21.0,3056
70,-21.0,3056
71,-21.0,3056
72,-21.0,3056
73,-20.0,3351
74,-21.0,3056
75,-21.0,3056
76,-20.0,3367
77,-21.0,3056
78,-21.0,3056
79,-21.0,3056
80,-21.0,3056
81,-21.0,3056
82,-21.0,3056
83,-21.0,3168
84,-21.0,3552
85,-21.0,3296
86,-21.0,3056
87,-21.0,3168
88,-21.0,3056
89,-21.0,3056
90,-21.0,3168
91,-21.0,3056
92,-21.0,3168
93,-21.0,3056
94,-21.0,3056
95,-21.0,3056
96,-21.0,3056
97,-21.0,3056
98,-21.0,3056
99,-21.0,3131
100,-21.0,3056
101,-21.0,3056
102,-21.0,3056
103,-21.0,3056
104,-21.0,3304
105,-21.0,3056
106,-21.0,3056
107,-21.0,3056
108,-21.0,3056
109,-21.0,3056
110,-21.0,3056
111,-21.0,3168
112,-21.0,3056
113,-21.0,3304
114,-21.0,3056
115,-21.0,3056
116,-21.0,3056
117,-21.0,3056
118,-20.0,3373
119,-21.0,3056
120,-21.0,3056
121,-21.0,3168
122,-21.0,3168
123,-21.0,3056
124,-21.0,3056
125,-21.0,3056
126,-21.0,3296
127,-21.0,3056
128,-21.0,4150
129,-21.0,3168
130,-21.0,3056
131,-21.0,3131
132,-21.0,3131
133,-21.0,3536
134,-21.0,3483
135,-21.0,3296
136,-20.0,3373
137,-21.0,3056
138,-21.0,3408
139,-21.0,3296
140,-21.0,3536
141,-21.0,3056
142,-21.0,3520
143,-21.0,3296
144,-20.0,3367
145,-21.0,3056
146,-21.0,3056
147,-21.0,3296
148,-21.0,3131
149,-19.0,3796
150,-20.0,3367
151,-21.0,3408
152,-20.0,3660
153,-21.0,3168
154,-21.0,3056
155,-21.0,3056
156,-21.0,3548
157,-21.0,3288
158,-21.0,3296
159,-21.0,3304
160,-21.0,3168
161,-21.0,3056
162,-21.0,3168
163,-21.0,3408
164,-21.0,3056
165,-19.0,3997
166,-21.0,3056
167,-19.0,3792
168,-21.0,3056
169,-21.0,3056
170,-21.0,3170
171,-21.0,3128
172,-21.0,3056
173,-21.0,3056
174,-21.0,3240
175,-20.0,3595
176,-20.0,3833
177,-20.0,3484
178,-21.0,3296
179,-19.0,3683
180,-20.0,3484
181,-21.0,3544
182,-21.0,3168
183,-21.0,3056
184,-21.0,3056
185,-21.0,3056
186,-21.0,3056
187,-21.0,3056
188,-21.0,3168
189,-21.0,3372
190,-21.0,3296
191,-21.0,3168
192,-20.0,3612
193,-21.0,3056
194,-20.0,3367
195,-21.0,3056
196,-21.0,3056
197,-21.0,3168
198,-21.0,3392
199,-21.0,3206
200,-20.0,3479
201,-21.0,3296
202,-21.0,3357
203,-21.0,3245
204,-21.0,3056
205,-20.0,3804
206,-21.0,3056
207,-21.0,3203
208,-21.0,3356
