episode,reward,length
209,-18.0,6114
210,-20.0,5824
211,-21.0,5712
212,-21.0,6701
213,-20.0,4137
214,-18.0,7369
215,-19.0,6995
216,-17.0,5897
217,-21.0,7866
218,-19.0,5816
219,-21.0,6521
220,-18.0,7273
221,-15.0,7155
222,-18.0,7894
223,-19.0,6287
224,-19.0,6529
225,-19.0,6680
226,-17.0,7452
227,-18.0,8234
228,-19.0,7618
229,-19.0,7918
230,-18.0,7447
231,-20.0,7083
232,-16.0,7731
233,-16.0,7605
234,-18.0,7723
235,-17.0,7810
236,-18.0,6759
237,-13.0,8667
238,-16.0,9030
239,-19.0,8420
240,-16.0,8870
241,-17.0,8762
242,-10.0,11308
243,-15.0,10066
244,-18.0,8805
245,-16.0,9765
246,-12.0,9444
247,-12.0,11478
248,-15.0,9412
249,-14.0,9186
250,-19.0,7241
251,-21.0,7522
252,-19.0,8400
253,-10.0,11356
254,-12.0,9047
255,-17.0,8302
256,-14.0,10087
257,-16.0,8726
258,-13.0,11105
259,-17.0,9698
260,-11.0,9599
261,-16.0,8334
262,-12.0,10898
263,-12.0,10395
264,-18.0,9833
265,-13.0,10555
266,-20.0,8273
267,-12.0,10804
268,-17.0,8879
269,-16.0,8932
270,-13.0,10253
271,-11.0,11555
272,-15.0,10887
273,-14.0,10422
274,-13.0,10881
275,-7.0,13546
276,-12.0,12702
277,-14.0,10734
278,-17.0,10789
279,-11.0,12123
280,-15.0,12239
281,-15.0,9494
282,-14.0,10567
283,-20.0,9317
284,-20.0,9454
285,-13.0,11197
286,-16.0,10614
287,-15.0,10590
288,-15.0,10722
289,-17.0,12310
290,2.0,14317
291,-18.0,10083
292,-16.0,10260
293,-17.0,11269
294,-12.0,13922
295,-11.0,12359
296,-16.0,10204
297,-16.0,10359
298,-15.0,11566
299,-20.0,8389
300,-14.0,11299
301,-20.0,8475
302,-12.0,13485
303,-6.0,14952
304,-14.0,12820
305,-5.0,16330
306,-10.0,12575
307,-6.0,13551
308,-14.0,13089
309,-10.0,12088
310,-10.0,14787
311,-3.0,15736
312,-17.0,10621
313,-16.0,11912
314,-14.0,11775
315,-16.0,12578
316,-16.0,10870
317,-16.0,13607
318,-15.0,10206
319,-17.0,9318
320,-15.0,11384
321,-18.0,11098
322,-9.0,15650
323,-17.0,11934
324,-18.0,11188
325,-10.0,12718
326,-14.0,13205
327,-18.0,10228
328,-9.0,15135
329,-17.0,12567
330,-13.0,14184
